tshirt,positive_pant,detailed,medium,low,empty,dif
70056200,47210957,"An image of a boho multicolor chiffon patchwork maxi skirt, floor-length and flowy, featuring tiered panels and a high waistband",Generate an image of a flowy chiffon maxi skirt with multicolor patchwork,Generate an image of a maxi skirt, ,"A photo of a Skirt, on white background, high quality."
188112918,189263624,"An image of black denim skinny overalls with gold buttons, adjustable shoulder straps, slim-leg fit, and front bib pocket",Generate an image of black skinny overalls with gold buttons,Generate an image of skinny overalls, ,"A photo of a Overalls, on white background, high quality."
52875061,131910250,"An image of light-wash denim skinny ankle jeans with cuffed hems, classic five-pocket styling, and a close, figure-hugging fit",Generate an image of light-wash skinny cuffed ankle jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
70126458,73471344,"An image of black stretch cotton leggings with a sleek, form-fitting silhouette, elastic waistband, and smooth matte finish",Generate an image of black fitted stretch leggings,Generate an image of leggings, ,"A photo of a Leggings, on white background, high quality."
144412109,144011663,"An image of medium-wash blue denim boyfriend jeans with a relaxed fit, featuring ripped distressing and cuffed hems",Generate an image of relaxed boyfriend-fit denim jeans,Generate an image of cuffed jeans, ,"A photo of a Jeans, on white background, high quality."
84411749,93410583,"An image of grey fleece jogger sweatpants with a tapered fit, drawstring waistband, and cuffed ankles",Generate an image of grey tapered jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
73357796,73515371,"An image of a white pleated A-line mini skirt crafted from crisp cotton fabric, featuring sharp knife pleats, a high-rise waistband, and a flared mini-length silhouette",Generate an image of a white pleated A-line mini skirt,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
102588292,40832036,An image of high-waisted red wide-leg  trousers in a smooth woven fabric with a clean front waistband and flowing drape,Generate an image of red high-waisted wide-leg trousers,Generate an image of wide-leg trousers, ,"A photo of a Trousers, on white background, high quality."
157759511,135487843,"An image of black stretch denim skinny jeans with a high-rise waist, classic five-pocket styling, and belt loops",Generate an image of black high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
213455368,212870306,"An image of a mustard yellow embroidered high-waist A-line midi skirt in lightweight cotton, finished with a removable black bow belt",Generate an image of a mustard high-waist midi skirt with embroidery,Generate an image of a midi skirt, ,"A photo of a Skirt, on white background, high quality."
190317358,190658274,An image of black skinny stretch denim jeans crafted from stretchy denim fabric with a form-fitting skinny cut and classic five-pocket design,Generate an image of black skinny stretch denim jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
156269935,202169736,"An image of  white distressed denim cutoff shorts made from soft cotton denim, featuring a mid-rise relaxed fit, frayed raw hems, and ripped detailing",Generate an image of relaxed-fit white denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
169091384,202400577,"An image of blue denim cutoff shorts with a high waist, floral embroidery, and raw frayed hems",Generate an image of high-waisted denim cutoff shorts with floral embroidery,Generate an image of denim cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
194408315,183649201,An image of red crushed velvet skinny pants featuring a form-fitting silhouette and narrow leg openings,Generate an image of red skinny crushed velvet pants,Generate an image of skinny pants, ,"A photo of a Skinny Pants, on white background, high quality."
191894978,197902342,"Generate an image of a 1970s-inspired A-line mini skirt crafted from sequin-embellished fabric, showcasing vibrant multicolor floral embroidery, fitted at the waist and flaring gently to a mini-length hem","Generate an image of a 70s floral sequin A-line mini skirt, mini length",Generate an image of an A-line mini skirt with floral sequins, ,"A photo of a Skirt, on white background, high quality."
192938802,212554689,An image of a blush pink tulle pleated maxi skirt with a flowing A-line silhouette,Generate an image of a blush pink pleated maxi skirt,Generate an image of a maxi skirt, ,"A photo of a Skirt, on white background, high quality."
117514983,128103862,"Generate an image of  off-white denim skinny jeans featuring a high-rise waist, classic five-pocket styling, belt loops, and a zip fly",Generate an image of off-white skinny jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
69030225,18118626,"An image of light-wash denim straight-leg jeans with cuffed hems, classic five-pocket detailing, and a comfortable relaxed fit",Generate an image of light-wash straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
73748385,69128729,"An image of black skinny denim jeans , crafted from stretch cotton denim with a figure-hugging fit, mid-rise waist, classic five-pocket design, zip fly, button closure, and tonal stitching",Generate an image of black skinny-fit denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
133858064,106058117,An image of black cotton high-waisted pleated shorts with a tailored fit and crisp front pleats,Generate an image of black high-waisted pleated shorts,Generate an image of pleated shorts, ,"A photo of a Shorts, on white background, high quality."
140966261,206505075,"An image of a red metallic mini skirt made from shimmering lamé fabric, cut in a slim body-con fit with gathered ruching and a decorative bow accent",Generate an image of a fitted red metallic mini skirt with ruched detailing,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
143593874,109792322,An image of dark wash denim skinny jeans with a slim fit and cuffed hems,Generate an image of dark wash skinny cuffed jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
117291021,116758895,An image of khaki cotton-twill skinny-fit chino pants with belt loops and slanted side pockets,Generate an image of khaki skinny chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
117291021,116758895,An image of khaki cotton-twill skinny-fit chino pants with belt loops and slanted side pockets,Generate an image of khaki skinny chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
167282791,162805790,"An image of high-waisted pleated shorts with vertical beige and black stripes, crafted from lightweight cotton, tailored fit, featuring crisp pleats and a concealed side zip",Generate an image of high-waisted pleated striped shorts,Generate an image of pleated shorts, ,"A photo of a Shorts, on white background, high quality."
147930994,173492799,An image of a blue distressed denim A-line mini skirt featuring front patch pockets,Generate an image of a blue A-line denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
40711580,70370928,"Generate an image of olive green flowy running shorts made from lightweight breathable fabric, featuring a relaxed athletic fit, wide elastic waistband, curved split hems, and a built-in mesh brief",Generate an image of olive green flowy running shorts with a relaxed fit,Generate an image of flowy running shorts, ,"A photo of a Running Shorts, on white background, high quality."
